,Date,Close,Ticker
0,2022-05-16 12:00:00+00:00,9.84,AACI
1,2022-05-10 12:00:00+00:00,9.495,ACLX
2,2022-05-10 16:00:00+00:00,9.62,ACLX
3,2022-05-10 20:00:00+00:00,9.69,ACLX
4,2022-05-11 12:00:00+00:00,9.26,ACLX
5,2022-05-11 16:00:00+00:00,8.855,ACLX
6,2022-05-11 20:00:00+00:00,8.89,ACLX
7,2022-05-12 12:00:00+00:00,8.95,ACLX
8,2022-05-12 16:00:00+00:00,8.84,ACLX
9,2022-05-12 20:00:00+00:00,8.8,ACLX
10,2022-05-13 12:00:00+00:00,9.0,ACLX
11,2022-05-13 16:00:00+00:00,8.98,ACLX
12,2022-05-13 20:00:00+00:00,8.91,ACLX
13,2022-05-16 12:00:00+00:00,8.54,ACLX
14,2022-05-16 16:00:00+00:00,7.15,ACLX
15,2022-05-16 20:00:00+00:00,7.61,ACLX
16,2022-05-10 08:00:00+00:00,4.0,BKCC
17,2022-05-10 12:00:00+00:00,3.9973,BKCC
18,2022-05-10 16:00:00+00:00,4.005,BKCC
19,2022-05-10 20:00:00+00:00,4.0,BKCC
20,2022-05-11 12:00:00+00:00,4.0327,BKCC
21,2022-05-11 16:00:00+00:00,4.0,BKCC
22,2022-05-11 20:00:00+00:00,4.07,BKCC
23,2022-05-12 08:00:00+00:00,3.98,BKCC
24,2022-05-12 12:00:00+00:00,3.92,BKCC
25,2022-05-12 16:00:00+00:00,3.87,BKCC
26,2022-05-12 20:00:00+00:00,3.87,BKCC
27,2022-05-13 12:00:00+00:00,3.99,BKCC
28,2022-05-13 16:00:00+00:00,3.96,BKCC
29,2022-05-13 20:00:00+00:00,3.99,BKCC
30,2022-05-16 12:00:00+00:00,3.9941,BKCC
31,2022-05-16 16:00:00+00:00,4.0,BKCC
32,2022-05-16 20:00:00+00:00,4.01,BKCC
33,2022-05-10 12:00:00+00:00,14.55,BSM
34,2022-05-10 16:00:00+00:00,14.84,BSM
35,2022-05-10 20:00:00+00:00,14.83,BSM
36,2022-05-11 08:00:00+00:00,15.14,BSM
37,2022-05-11 12:00:00+00:00,15.368,BSM
38,2022-05-11 16:00:00+00:00,14.97,BSM
39,2022-05-11 20:00:00+00:00,15.25,BSM
40,2022-05-12 08:00:00+00:00,14.65,BSM
41,2022-05-12 12:00:00+00:00,14.5,BSM
42,2022-05-12 16:00:00+00:00,14.72,BSM
43,2022-05-12 20:00:00+00:00,14.64,BSM
44,2022-05-13 08:00:00+00:00,14.1,BSM
45,2022-05-13 12:00:00+00:00,15.015,BSM
46,2022-05-13 16:00:00+00:00,14.975,BSM
47,2022-05-13 20:00:00+00:00,15.08,BSM
48,2022-05-16 12:00:00+00:00,15.26,BSM
49,2022-05-16 16:00:00+00:00,15.1285,BSM
50,2022-05-16 20:00:00+00:00,15.33,BSM
51,2022-05-10 16:00:00+00:00,0.25,CBRGW
52,2022-05-13 12:00:00+00:00,0.25,CBRGW
53,2022-05-16 16:00:00+00:00,0.2999,CBRGW
54,2022-05-10 12:00:00+00:00,17.72,CGABL
55,2022-05-10 16:00:00+00:00,18.01,CGABL
56,2022-05-10 20:00:00+00:00,17.9574,CGABL
57,2022-05-11 12:00:00+00:00,18.284,CGABL
58,2022-05-11 16:00:00+00:00,18.09,CGABL
59,2022-05-12 12:00:00+00:00,18.02,CGABL
60,2022-05-12 16:00:00+00:00,18.296,CGABL
61,2022-05-12 20:00:00+00:00,18.35,CGABL
62,2022-05-13 12:00:00+00:00,18.2993,CGABL
63,2022-05-13 16:00:00+00:00,18.32,CGABL
64,2022-05-16 12:00:00+00:00,18.305,CGABL
65,2022-05-16 16:00:00+00:00,18.5,CGABL
66,2022-05-10 08:00:00+00:00,0.92,COSM
67,2022-05-10 12:00:00+00:00,0.8101,COSM
68,2022-05-10 16:00:00+00:00,0.848,COSM
69,2022-05-10 20:00:00+00:00,0.85,COSM
70,2022-05-11 12:00:00+00:00,0.79,COSM
71,2022-05-11 16:00:00+00:00,0.8025,COSM
72,2022-05-11 20:00:00+00:00,0.77,COSM
73,2022-05-12 08:00:00+00:00,0.7205,COSM
74,2022-05-12 12:00:00+00:00,0.779999,COSM
75,2022-05-12 16:00:00+00:00,0.85,COSM
76,2022-05-12 20:00:00+00:00,0.8499,COSM
77,2022-05-13 08:00:00+00:00,0.82,COSM
78,2022-05-13 12:00:00+00:00,0.869849,COSM
79,2022-05-13 16:00:00+00:00,0.835,COSM
80,2022-05-13 20:00:00+00:00,0.82,COSM
81,2022-05-16 12:00:00+00:00,0.819999,COSM
82,2022-05-16 16:00:00+00:00,0.84,COSM
83,2022-05-16 20:00:00+00:00,0.839,COSM
84,2022-05-11 20:00:00+00:00,9.94,CREC
85,2022-05-10 08:00:00+00:00,70.0,DOCU
86,2022-05-10 12:00:00+00:00,67.51,DOCU
87,2022-05-10 16:00:00+00:00,70.26,DOCU
88,2022-05-10 20:00:00+00:00,70.24,DOCU
89,2022-05-11 08:00:00+00:00,71.49,DOCU
90,2022-05-11 12:00:00+00:00,71.3911,DOCU
91,2022-05-11 16:00:00+00:00,67.62,DOCU
92,2022-05-11 20:00:00+00:00,67.8,DOCU
93,2022-05-12 08:00:00+00:00,66.35,DOCU
94,2022-05-12 12:00:00+00:00,70.425,DOCU
95,2022-05-12 16:00:00+00:00,69.77,DOCU
96,2022-05-12 20:00:00+00:00,69.84,DOCU
97,2022-05-13 08:00:00+00:00,72.6,DOCU
98,2022-05-13 12:00:00+00:00,80.28,DOCU
99,2022-05-13 16:00:00+00:00,79.16,DOCU
100,2022-05-13 20:00:00+00:00,79.6999,DOCU
101,2022-05-16 08:00:00+00:00,79.0,DOCU
102,2022-05-16 12:00:00+00:00,76.33,DOCU
103,2022-05-16 16:00:00+00:00,74.54,DOCU
104,2022-05-16 20:00:00+00:00,74.61,DOCU
105,2022-05-10 12:00:00+00:00,27.2,DRQ
106,2022-05-10 16:00:00+00:00,27.93,DRQ
107,2022-05-10 20:00:00+00:00,27.97,DRQ
108,2022-05-11 12:00:00+00:00,29.21,DRQ
109,2022-05-11 16:00:00+00:00,28.04,DRQ
110,2022-05-11 20:00:00+00:00,27.97,DRQ
111,2022-05-12 12:00:00+00:00,27.92,DRQ
112,2022-05-12 16:00:00+00:00,28.32,DRQ
113,2022-05-12 20:00:00+00:00,28.33,DRQ
114,2022-05-13 12:00:00+00:00,28.49,DRQ
115,2022-05-13 16:00:00+00:00,28.67,DRQ
116,2022-05-13 20:00:00+00:00,28.68,DRQ
117,2022-05-16 12:00:00+00:00,29.6,DRQ
118,2022-05-16 16:00:00+00:00,29.44,DRQ
119,2022-05-16 20:00:00+00:00,29.43,DRQ
120,2022-05-10 12:00:00+00:00,11.3704,FCT
121,2022-05-10 16:00:00+00:00,11.51,FCT
122,2022-05-10 20:00:00+00:00,11.51,FCT
123,2022-05-11 12:00:00+00:00,11.54,FCT
124,2022-05-11 16:00:00+00:00,11.24,FCT
125,2022-05-11 20:00:00+00:00,11.27,FCT
126,2022-05-12 12:00:00+00:00,11.24,FCT
127,2022-05-12 16:00:00+00:00,11.07,FCT
128,2022-05-13 12:00:00+00:00,11.17,FCT
129,2022-05-13 16:00:00+00:00,11.11,FCT
130,2022-05-13 20:00:00+00:00,11.1,FCT
131,2022-05-16 12:00:00+00:00,11.15,FCT
132,2022-05-16 16:00:00+00:00,11.08,FCT
133,2022-05-16 20:00:00+00:00,11.08,FCT
134,2022-05-10 12:00:00+00:00,40.57,GBX
135,2022-05-10 16:00:00+00:00,40.98,GBX
136,2022-05-10 20:00:00+00:00,40.95,GBX
137,2022-05-11 12:00:00+00:00,41.495,GBX
138,2022-05-11 16:00:00+00:00,40.7,GBX
139,2022-05-11 20:00:00+00:00,40.67,GBX
140,2022-05-12 12:00:00+00:00,40.24,GBX
141,2022-05-12 16:00:00+00:00,40.63,GBX
142,2022-05-12 20:00:00+00:00,40.65,GBX
143,2022-05-13 12:00:00+00:00,41.535,GBX
144,2022-05-13 16:00:00+00:00,41.17,GBX
145,2022-05-13 20:00:00+00:00,41.29,GBX
146,2022-05-16 12:00:00+00:00,41.785,GBX
147,2022-05-16 16:00:00+00:00,42.02,GBX
148,2022-05-16 20:00:00+00:00,42.02,GBX
149,2022-05-10 12:00:00+00:00,30.4,GRC
150,2022-05-10 16:00:00+00:00,30.28,GRC
151,2022-05-10 20:00:00+00:00,30.28,GRC
152,2022-05-11 12:00:00+00:00,30.86,GRC
153,2022-05-11 16:00:00+00:00,30.0,GRC
154,2022-05-11 20:00:00+00:00,30.0,GRC
155,2022-05-12 12:00:00+00:00,29.9,GRC
156,2022-05-12 16:00:00+00:00,30.31,GRC
157,2022-05-12 20:00:00+00:00,30.24,GRC
158,2022-05-13 12:00:00+00:00,30.36,GRC
159,2022-05-13 16:00:00+00:00,30.31,GRC
160,2022-05-13 20:00:00+00:00,30.3,GRC
161,2022-05-16 12:00:00+00:00,29.995,GRC
162,2022-05-16 16:00:00+00:00,29.8,GRC
163,2022-05-16 20:00:00+00:00,29.83,GRC
164,2022-05-10 08:00:00+00:00,1.94,HGEN
165,2022-05-10 12:00:00+00:00,1.895,HGEN
166,2022-05-10 16:00:00+00:00,2.02,HGEN
167,2022-05-10 20:00:00+00:00,2.0,HGEN
168,2022-05-11 08:00:00+00:00,2.01,HGEN
169,2022-05-11 12:00:00+00:00,1.835,HGEN
170,2022-05-11 16:00:00+00:00,1.8,HGEN
171,2022-05-11 20:00:00+00:00,1.88,HGEN
172,2022-05-12 08:00:00+00:00,1.75,HGEN
173,2022-05-12 12:00:00+00:00,1.905,HGEN
174,2022-05-12 16:00:00+00:00,1.8312,HGEN
175,2022-05-12 20:00:00+00:00,1.77,HGEN
176,2022-05-13 08:00:00+00:00,1.98,HGEN
177,2022-05-13 12:00:00+00:00,1.785,HGEN
178,2022-05-13 16:00:00+00:00,1.76,HGEN
179,2022-05-13 20:00:00+00:00,1.78,HGEN
180,2022-05-16 08:00:00+00:00,1.78,HGEN
181,2022-05-16 12:00:00+00:00,1.84,HGEN
182,2022-05-16 16:00:00+00:00,1.77,HGEN
183,2022-05-16 20:00:00+00:00,1.85,HGEN
184,2022-05-11 16:00:00+00:00,9.89,HORI
185,2022-05-13 16:00:00+00:00,9.84,HORI
186,2022-05-16 16:00:00+00:00,9.84,HORI
187,2022-05-10 12:00:00+00:00,0.6925,IMH
188,2022-05-10 16:00:00+00:00,0.6938,IMH
189,2022-05-11 12:00:00+00:00,0.6985,IMH
190,2022-05-11 16:00:00+00:00,0.6939,IMH
191,2022-05-12 12:00:00+00:00,0.7001,IMH
192,2022-05-12 16:00:00+00:00,0.6948,IMH
193,2022-05-12 20:00:00+00:00,0.66,IMH
194,2022-05-13 12:00:00+00:00,0.6848,IMH
195,2022-05-13 16:00:00+00:00,0.7,IMH
196,2022-05-16 12:00:00+00:00,0.6864,IMH
197,2022-05-16 16:00:00+00:00,0.7,IMH
198,2022-05-10 12:00:00+00:00,20.67,INSW
199,2022-05-10 16:00:00+00:00,21.63,INSW
200,2022-05-10 20:00:00+00:00,21.64,INSW
201,2022-05-11 12:00:00+00:00,22.0542,INSW
202,2022-05-11 16:00:00+00:00,21.84,INSW
203,2022-05-11 20:00:00+00:00,21.85,INSW
204,2022-05-12 12:00:00+00:00,21.16,INSW
205,2022-05-12 16:00:00+00:00,21.3,INSW
206,2022-05-12 20:00:00+00:00,21.3,INSW
207,2022-05-13 12:00:00+00:00,22.265,INSW
208,2022-05-13 16:00:00+00:00,21.96,INSW
209,2022-05-13 20:00:00+00:00,21.94,INSW
210,2022-05-16 12:00:00+00:00,23.04,INSW
211,2022-05-16 16:00:00+00:00,23.51,INSW
212,2022-05-16 20:00:00+00:00,23.52,INSW
213,2022-05-10 12:00:00+00:00,10.0193,IVCB
214,2022-05-10 16:00:00+00:00,9.99,IVCB
215,2022-05-11 12:00:00+00:00,10.0,IVCB
216,2022-05-10 12:00:00+00:00,147.19,KWR
217,2022-05-10 16:00:00+00:00,146.625,KWR
218,2022-05-10 20:00:00+00:00,146.63,KWR
219,2022-05-11 12:00:00+00:00,148.63,KWR
220,2022-05-11 16:00:00+00:00,142.16,KWR
221,2022-05-11 20:00:00+00:00,142.16,KWR
222,2022-05-12 12:00:00+00:00,144.07,KWR
223,2022-05-12 16:00:00+00:00,147.27,KWR
224,2022-05-12 20:00:00+00:00,147.04,KWR
225,2022-05-13 12:00:00+00:00,152.53,KWR
226,2022-05-13 16:00:00+00:00,147.61,KWR
227,2022-05-13 20:00:00+00:00,147.28,KWR
228,2022-05-16 12:00:00+00:00,144.65,KWR
229,2022-05-16 16:00:00+00:00,142.26,KWR
230,2022-05-16 20:00:00+00:00,142.15,KWR
231,2022-05-10 08:00:00+00:00,164.51,MAR
232,2022-05-10 12:00:00+00:00,165.76,MAR
233,2022-05-10 16:00:00+00:00,168.11,MAR
234,2022-05-10 20:00:00+00:00,168.0,MAR
235,2022-05-11 08:00:00+00:00,170.72,MAR
236,2022-05-11 12:00:00+00:00,171.29,MAR
237,2022-05-11 16:00:00+00:00,167.0,MAR
238,2022-05-11 20:00:00+00:00,167.07,MAR
239,2022-05-12 08:00:00+00:00,166.07,MAR
240,2022-05-12 12:00:00+00:00,161.75,MAR
241,2022-05-12 16:00:00+00:00,163.22,MAR
242,2022-05-12 20:00:00+00:00,163.0,MAR
243,2022-05-13 12:00:00+00:00,166.16,MAR
244,2022-05-13 16:00:00+00:00,166.45,MAR
245,2022-05-13 20:00:00+00:00,166.2,MAR
246,2022-05-16 12:00:00+00:00,163.71,MAR
247,2022-05-16 16:00:00+00:00,162.365,MAR
248,2022-05-16 20:00:00+00:00,162.33,MAR
249,2022-05-10 16:00:00+00:00,10.083,MPRAU
250,2022-05-11 12:00:00+00:00,10.02,MPRAU
251,2022-05-13 12:00:00+00:00,10.0,MPRAU
252,2022-05-10 12:00:00+00:00,9.85,OEPWU
253,2022-05-11 12:00:00+00:00,9.815,OEPWU
254,2022-05-12 12:00:00+00:00,9.81,OEPWU
255,2022-05-12 16:00:00+00:00,9.83,OEPWU
256,2022-05-13 16:00:00+00:00,9.82,OEPWU
257,2022-05-16 12:00:00+00:00,9.82,OEPWU
258,2022-05-16 16:00:00+00:00,9.82,OEPWU
259,2022-05-16 20:00:00+00:00,9.82,OEPWU
260,2022-05-10 08:00:00+00:00,0.73,POAI
261,2022-05-10 12:00:00+00:00,0.7413,POAI
262,2022-05-10 16:00:00+00:00,0.730401,POAI
263,2022-05-10 20:00:00+00:00,0.74,POAI
264,2022-05-11 12:00:00+00:00,0.7198,POAI
265,2022-05-11 16:00:00+00:00,0.7109,POAI
266,2022-05-11 20:00:00+00:00,0.7,POAI
267,2022-05-12 08:00:00+00:00,0.69,POAI
268,2022-05-12 12:00:00+00:00,0.648,POAI
269,2022-05-12 16:00:00+00:00,0.669899,POAI
270,2022-05-12 20:00:00+00:00,0.661,POAI
271,2022-05-13 08:00:00+00:00,0.68,POAI
272,2022-05-13 12:00:00+00:00,0.732,POAI
273,2022-05-13 16:00:00+00:00,0.699,POAI
274,2022-05-13 20:00:00+00:00,0.749,POAI
275,2022-05-16 08:00:00+00:00,0.74,POAI
276,2022-05-16 12:00:00+00:00,0.3981,POAI
277,2022-05-16 16:00:00+00:00,0.3821,POAI
278,2022-05-16 20:00:00+00:00,0.381,POAI
279,2022-05-10 12:00:00+00:00,109.7,PWR
280,2022-05-10 16:00:00+00:00,111.83,PWR
281,2022-05-10 20:00:00+00:00,111.82,PWR
282,2022-05-11 12:00:00+00:00,113.06,PWR
283,2022-05-11 16:00:00+00:00,108.76,PWR
284,2022-05-11 20:00:00+00:00,108.76,PWR
285,2022-05-12 12:00:00+00:00,108.26,PWR
286,2022-05-12 16:00:00+00:00,109.06,PWR
287,2022-05-12 20:00:00+00:00,108.93,PWR
288,2022-05-13 12:00:00+00:00,114.455,PWR
289,2022-05-13 16:00:00+00:00,112.6,PWR
290,2022-05-13 20:00:00+00:00,112.57,PWR
291,2022-05-16 12:00:00+00:00,111.8,PWR
292,2022-05-16 16:00:00+00:00,112.27,PWR
293,2022-05-16 20:00:00+00:00,112.19,PWR
294,2022-05-10 12:00:00+00:00,214.2,SBNY
295,2022-05-10 16:00:00+00:00,218.11,SBNY
296,2022-05-10 20:00:00+00:00,218.01,SBNY
297,2022-05-11 12:00:00+00:00,205.52,SBNY
298,2022-05-11 16:00:00+00:00,194.5,SBNY
299,2022-05-11 20:00:00+00:00,196.0,SBNY
300,2022-05-12 08:00:00+00:00,190.0,SBNY
301,2022-05-12 12:00:00+00:00,185.41,SBNY
302,2022-05-12 16:00:00+00:00,189.27,SBNY
303,2022-05-12 20:00:00+00:00,189.32,SBNY
304,2022-05-13 08:00:00+00:00,198.0,SBNY
305,2022-05-13 12:00:00+00:00,205.1,SBNY
306,2022-05-13 16:00:00+00:00,200.915,SBNY
307,2022-05-13 20:00:00+00:00,201.2,SBNY
308,2022-05-16 12:00:00+00:00,193.965,SBNY
309,2022-05-16 16:00:00+00:00,187.14,SBNY
310,2022-05-16 20:00:00+00:00,186.8,SBNY
311,2022-05-10 12:00:00+00:00,3.01,SBTX
312,2022-05-10 16:00:00+00:00,2.98,SBTX
313,2022-05-10 20:00:00+00:00,2.98,SBTX
314,2022-05-11 12:00:00+00:00,2.94,SBTX
315,2022-05-11 16:00:00+00:00,2.89,SBTX
316,2022-05-11 20:00:00+00:00,2.9,SBTX
317,2022-05-12 08:00:00+00:00,2.88,SBTX
318,2022-05-12 12:00:00+00:00,2.92,SBTX
319,2022-05-12 16:00:00+00:00,3.03,SBTX
320,2022-05-12 20:00:00+00:00,3.03,SBTX
321,2022-05-13 12:00:00+00:00,3.04,SBTX
322,2022-05-13 16:00:00+00:00,2.97,SBTX
323,2022-05-13 20:00:00+00:00,2.96,SBTX
324,2022-05-16 12:00:00+00:00,3.1,SBTX
325,2022-05-16 16:00:00+00:00,3.0202,SBTX
326,2022-05-16 20:00:00+00:00,3.03,SBTX
327,2022-05-10 12:00:00+00:00,0.2392,SHCRW
328,2022-05-10 16:00:00+00:00,0.2001,SHCRW
329,2022-05-10 20:00:00+00:00,0.33,SHCRW
330,2022-05-11 12:00:00+00:00,0.2241,SHCRW
331,2022-05-11 16:00:00+00:00,0.1727,SHCRW
332,2022-05-11 20:00:00+00:00,0.194,SHCRW
333,2022-05-12 12:00:00+00:00,0.2794,SHCRW
334,2022-05-12 16:00:00+00:00,0.226051,SHCRW
335,2022-05-13 12:00:00+00:00,0.3299,SHCRW
336,2022-05-13 16:00:00+00:00,0.330101,SHCRW
337,2022-05-16 12:00:00+00:00,0.3992,SHCRW
338,2022-05-16 16:00:00+00:00,0.3799,SHCRW
339,2022-05-10 08:00:00+00:00,84.95,SQ
340,2022-05-10 12:00:00+00:00,82.1699,SQ
341,2022-05-10 16:00:00+00:00,84.39,SQ
342,2022-05-10 20:00:00+00:00,84.06,SQ
343,2022-05-11 08:00:00+00:00,85.9,SQ
344,2022-05-11 12:00:00+00:00,76.85,SQ
345,2022-05-11 16:00:00+00:00,71.22,SQ
346,2022-05-11 20:00:00+00:00,71.7,SQ
347,2022-05-12 08:00:00+00:00,68.21,SQ
348,2022-05-12 12:00:00+00:00,73.51,SQ
349,2022-05-12 16:00:00+00:00,75.75,SQ
350,2022-05-12 20:00:00+00:00,77.14,SQ
351,2022-05-13 08:00:00+00:00,81.58,SQ
352,2022-05-13 12:00:00+00:00,83.51,SQ
353,2022-05-13 16:00:00+00:00,84.23,SQ
354,2022-05-13 20:00:00+00:00,84.5,SQ
355,2022-05-16 08:00:00+00:00,83.44,SQ
356,2022-05-16 12:00:00+00:00,82.35,SQ
357,2022-05-16 16:00:00+00:00,79.725,SQ
358,2022-05-16 20:00:00+00:00,79.8,SQ
359,2022-05-10 08:00:00+00:00,21.72,TRIP
360,2022-05-10 12:00:00+00:00,21.14,TRIP
361,2022-05-10 16:00:00+00:00,22.62,TRIP
362,2022-05-10 20:00:00+00:00,22.52,TRIP
363,2022-05-11 08:00:00+00:00,22.89,TRIP
364,2022-05-11 12:00:00+00:00,23.6,TRIP
365,2022-05-11 16:00:00+00:00,22.85,TRIP
366,2022-05-11 20:00:00+00:00,23.0,TRIP
367,2022-05-12 12:00:00+00:00,22.97,TRIP
368,2022-05-12 16:00:00+00:00,22.815,TRIP
369,2022-05-12 20:00:00+00:00,22.8499,TRIP
370,2022-05-13 08:00:00+00:00,23.1,TRIP
371,2022-05-13 12:00:00+00:00,24.91,TRIP
372,2022-05-13 16:00:00+00:00,24.78,TRIP
373,2022-05-13 20:00:00+00:00,24.77,TRIP
374,2022-05-16 12:00:00+00:00,24.82,TRIP
375,2022-05-16 16:00:00+00:00,24.21,TRIP
376,2022-05-16 20:00:00+00:00,24.0,TRIP
377,2022-05-10 08:00:00+00:00,151.61,WEX
378,2022-05-10 12:00:00+00:00,151.14,WEX
379,2022-05-10 16:00:00+00:00,153.55,WEX
380,2022-05-10 20:00:00+00:00,153.62,WEX
381,2022-05-11 12:00:00+00:00,155.05,WEX
382,2022-05-11 16:00:00+00:00,151.95,WEX
383,2022-05-11 20:00:00+00:00,151.94,WEX
384,2022-05-12 12:00:00+00:00,148.41,WEX
385,2022-05-12 16:00:00+00:00,150.52,WEX
386,2022-05-12 20:00:00+00:00,150.52,WEX
387,2022-05-13 12:00:00+00:00,159.14,WEX
388,2022-05-13 16:00:00+00:00,157.08,WEX
389,2022-05-13 20:00:00+00:00,157.18,WEX
390,2022-05-16 12:00:00+00:00,154.74,WEX
391,2022-05-16 16:00:00+00:00,154.01,WEX
392,2022-05-16 20:00:00+00:00,154.1,WEX
393,2022-05-10 12:00:00+00:00,13.91,WNC
394,2022-05-10 16:00:00+00:00,14.08,WNC
395,2022-05-10 20:00:00+00:00,14.09,WNC
396,2022-05-11 12:00:00+00:00,14.39,WNC
397,2022-05-11 16:00:00+00:00,13.92,WNC
398,2022-05-11 20:00:00+00:00,13.9,WNC
399,2022-05-12 12:00:00+00:00,14.045,WNC
400,2022-05-12 16:00:00+00:00,14.38,WNC
401,2022-05-12 20:00:00+00:00,14.34,WNC
402,2022-05-13 12:00:00+00:00,14.56,WNC
403,2022-05-13 16:00:00+00:00,14.63,WNC
404,2022-05-13 20:00:00+00:00,14.62,WNC
405,2022-05-16 12:00:00+00:00,14.38,WNC
406,2022-05-16 16:00:00+00:00,14.31,WNC
407,2022-05-16 20:00:00+00:00,14.31,WNC
